,jour,nomReg,numReg,incid_rea
6230,2022-02-07,Ile-de-France,11.0,60
6231,2022-02-08,Ile-de-France,11.0,60
6232,2022-02-09,Ile-de-France,11.0,52
6233,2022-02-10,Ile-de-France,11.0,67
6234,2022-02-11,Ile-de-France,11.0,22
6235,2022-02-12,Ile-de-France,11.0,31
6236,2022-02-13,Ile-de-France,11.0,17
6237,2022-02-14,Ile-de-France,11.0,52
6238,2022-02-15,Ile-de-France,11.0,54
6239,2022-02-16,Ile-de-France,11.0,22
6240,2022-02-17,Ile-de-France,11.0,36
6241,2022-02-18,Ile-de-France,11.0,27
6242,2022-02-19,Ile-de-France,11.0,22
6243,2022-02-20,Ile-de-France,11.0,8
6244,2022-02-21,Ile-de-France,11.0,38
6245,2022-02-22,Ile-de-France,11.0,33
6246,2022-02-23,Ile-de-France,11.0,32
6247,2022-02-24,Ile-de-France,11.0,27
6248,2022-02-25,Ile-de-France,11.0,16
6249,2022-02-26,Ile-de-France,11.0,10
6250,2022-02-27,Ile-de-France,11.0,12
6251,2022-02-28,Ile-de-France,11.0,13
6252,2022-03-01,Ile-de-France,11.0,43
6253,2022-03-02,Ile-de-France,11.0,37
6254,2022-03-03,Ile-de-France,11.0,19
6255,2022-03-04,Ile-de-France,11.0,11
6256,2022-03-05,Ile-de-France,11.0,12
6257,2022-03-06,Ile-de-France,11.0,2
6258,2022-03-07,Ile-de-France,11.0,19
6259,2022-03-08,Ile-de-France,11.0,15
6260,2022-03-09,Ile-de-France,11.0,25
6261,2022-03-10,Ile-de-France,11.0,21
6262,2022-03-11,Ile-de-France,11.0,31
6263,2022-03-12,Ile-de-France,11.0,12
6264,2022-03-13,Ile-de-France,11.0,6
6265,2022-03-14,Ile-de-France,11.0,17
6266,2022-03-15,Ile-de-France,11.0,21
6267,2022-03-16,Ile-de-France,11.0,23
6268,2022-03-17,Ile-de-France,11.0,12
6269,2022-03-18,Ile-de-France,11.0,27
6270,2022-03-19,Ile-de-France,11.0,7
6271,2022-03-20,Ile-de-France,11.0,3
6272,2022-03-21,Ile-de-France,11.0,11
6273,2022-03-22,Ile-de-France,11.0,17
6274,2022-03-23,Ile-de-France,11.0,16
6275,2022-03-24,Ile-de-France,11.0,22
6276,2022-03-25,Ile-de-France,11.0,24
6277,2022-03-26,Ile-de-France,11.0,8
6278,2022-03-27,Ile-de-France,11.0,5
6279,2022-03-28,Ile-de-France,11.0,28
6280,2022-03-29,Ile-de-France,11.0,28
6281,2022-03-30,Ile-de-France,11.0,37
6282,2022-03-31,Ile-de-France,11.0,23
6283,2022-04-01,Ile-de-France,11.0,32
6284,2022-04-02,Ile-de-France,11.0,19
6285,2022-04-03,Ile-de-France,11.0,7
6286,2022-04-04,Ile-de-France,11.0,17
6287,2022-04-05,Ile-de-France,11.0,29
6288,2022-04-06,Ile-de-France,11.0,37
6289,2022-04-07,Ile-de-France,11.0,34
6290,2022-04-08,Ile-de-France,11.0,22
6291,2022-04-09,Ile-de-France,11.0,14
6292,2022-04-10,Ile-de-France,11.0,8
6293,2022-04-11,Ile-de-France,11.0,22
6294,2022-04-12,Ile-de-France,11.0,56
6295,2022-04-13,Ile-de-France,11.0,38
6296,2022-04-14,Ile-de-France,11.0,46
6297,2022-04-15,Ile-de-France,11.0,45
6298,2022-04-16,Ile-de-France,11.0,11
6299,2022-04-17,Ile-de-France,11.0,8
6300,2022-04-18,Ile-de-France,11.0,4
6301,2022-04-19,Ile-de-France,11.0,19
6302,2022-04-20,Ile-de-France,11.0,47
6303,2022-04-21,Ile-de-France,11.0,31
6304,2022-04-22,Ile-de-France,11.0,20
6305,2022-04-23,Ile-de-France,11.0,14
6306,2022-04-24,Ile-de-France,11.0,6
6307,2022-04-25,Ile-de-France,11.0,27
6308,2022-04-26,Ile-de-France,11.0,34
6309,2022-04-27,Ile-de-France,11.0,42
6310,2022-04-28,Ile-de-France,11.0,26
6311,2022-04-29,Ile-de-France,11.0,26
6312,2022-04-30,Ile-de-France,11.0,9
6313,2022-05-01,Ile-de-France,11.0,3
6314,2022-05-02,Ile-de-France,11.0,24
6315,2022-05-03,Ile-de-France,11.0,32
6316,2022-05-04,Ile-de-France,11.0,23
6317,2022-05-05,Ile-de-France,11.0,22
6318,2022-05-06,Ile-de-France,11.0,14
6319,2022-05-07,Ile-de-France,11.0,12
6320,2022-05-08,Ile-de-France,11.0,3
6321,2022-05-09,Ile-de-France,11.0,18
6322,2022-05-10,Ile-de-France,11.0,29
6323,2022-05-11,Ile-de-France,11.0,23
6324,2022-05-12,Ile-de-France,11.0,12
6325,2022-05-13,Ile-de-France,11.0,7
6326,2022-05-14,Ile-de-France,11.0,11
6327,2022-05-15,Ile-de-France,11.0,4
6328,2022-05-16,Ile-de-France,11.0,12
6329,2022-05-17,Ile-de-France,11.0,28
6330,2022-05-18,Ile-de-France,11.0,15
6331,2022-05-19,Ile-de-France,11.0,9
6332,2022-05-20,Ile-de-France,11.0,11
6333,2022-05-21,Ile-de-France,11.0,9
6334,2022-05-22,Ile-de-France,11.0,1
6335,2022-05-23,Ile-de-France,11.0,9
6336,2022-05-24,Ile-de-France,11.0,18
6337,2022-05-25,Ile-de-France,11.0,14
6338,2022-05-26,Ile-de-France,11.0,7
6339,2022-05-27,Ile-de-France,11.0,7
6340,2022-05-28,Ile-de-France,11.0,3
6341,2022-05-29,Ile-de-France,11.0,1
6342,2022-05-30,Ile-de-France,11.0,4
6343,2022-05-31,Ile-de-France,11.0,14
6344,2022-06-01,Ile-de-France,11.0,4
6345,2022-06-02,Ile-de-France,11.0,6
6346,2022-06-03,Ile-de-France,11.0,7
6347,2022-06-04,Ile-de-France,11.0,6
6348,2022-06-05,Ile-de-France,11.0,0
6349,2022-06-06,Ile-de-France,11.0,1
6350,2022-06-07,Ile-de-France,11.0,11
6351,2022-06-08,Ile-de-France,11.0,16
6352,2022-06-09,Ile-de-France,11.0,18
6353,2022-06-10,Ile-de-France,11.0,13
6354,2022-06-11,Ile-de-France,11.0,16
6355,2022-06-12,Ile-de-France,11.0,0
6356,2022-06-13,Ile-de-France,11.0,17
6357,2022-06-14,Ile-de-France,11.0,11
6358,2022-06-15,Ile-de-France,11.0,17
6359,2022-06-16,Ile-de-France,11.0,16
6360,2022-06-17,Ile-de-France,11.0,18
6361,2022-06-18,Ile-de-France,11.0,5
6362,2022-06-19,Ile-de-France,11.0,2
6363,2022-06-20,Ile-de-France,11.0,16
6364,2022-06-21,Ile-de-France,11.0,21
6365,2022-06-22,Ile-de-France,11.0,30
6366,2022-06-23,Ile-de-France,11.0,18
6367,2022-06-24,Ile-de-France,11.0,31
6368,2022-06-25,Ile-de-France,11.0,7
6369,2022-06-26,Ile-de-France,11.0,9
6370,2022-06-27,Ile-de-France,11.0,24
6371,2022-06-28,Ile-de-France,11.0,31
6372,2022-06-29,Ile-de-France,11.0,33
6373,2022-06-30,Ile-de-France,11.0,35
6374,2022-07-01,Ile-de-France,11.0,25
6375,2022-07-02,Ile-de-France,11.0,10
6376,2022-07-03,Ile-de-France,11.0,5
6377,2022-07-04,Ile-de-France,11.0,22
6378,2022-07-05,Ile-de-France,11.0,41
6379,2022-07-06,Ile-de-France,11.0,40
6380,2022-07-07,Ile-de-France,11.0,23
6381,2022-07-08,Ile-de-France,11.0,36
6382,2022-07-09,Ile-de-France,11.0,25
6383,2022-07-10,Ile-de-France,11.0,10
6384,2022-07-11,Ile-de-France,11.0,37
6385,2022-07-12,Ile-de-France,11.0,56
6386,2022-07-13,Ile-de-France,11.0,61
6387,2022-07-14,Ile-de-France,11.0,18
6388,2022-07-15,Ile-de-France,11.0,27
6389,2022-07-16,Ile-de-France,11.0,18
6390,2022-07-17,Ile-de-France,11.0,3
6391,2022-07-18,Ile-de-France,11.0,36
6392,2022-07-19,Ile-de-France,11.0,50
6393,2022-07-20,Ile-de-France,11.0,25
6394,2022-07-21,Ile-de-France,11.0,32
6395,2022-07-22,Ile-de-France,11.0,29
6396,2022-07-23,Ile-de-France,11.0,13
6397,2022-07-24,Ile-de-France,11.0,2
6398,2022-07-25,Ile-de-France,11.0,23
6399,2022-07-26,Ile-de-France,11.0,34
6400,2022-07-27,Ile-de-France,11.0,21
6401,2022-07-28,Ile-de-France,11.0,25
6402,2022-07-29,Ile-de-France,11.0,21
6403,2022-07-30,Ile-de-France,11.0,21
6404,2022-07-31,Ile-de-France,11.0,2
6405,2022-08-01,Ile-de-France,11.0,15
6406,2022-08-02,Ile-de-France,11.0,28
6407,2022-08-03,Ile-de-France,11.0,12
6408,2022-08-04,Ile-de-France,11.0,22
6409,2022-08-05,Ile-de-France,11.0,22
6410,2022-08-06,Ile-de-France,11.0,8
6411,2022-08-07,Ile-de-France,11.0,1
6412,2022-08-08,Ile-de-France,11.0,11
6413,2022-08-09,Ile-de-France,11.0,12
6414,2022-08-10,Ile-de-France,11.0,20
6415,2022-08-11,Ile-de-France,11.0,16
6416,2022-08-12,Ile-de-France,11.0,13
6417,2022-08-13,Ile-de-France,11.0,3
6418,2022-08-14,Ile-de-France,11.0,3
6419,2022-08-15,Ile-de-France,11.0,2
6420,2022-08-16,Ile-de-France,11.0,16
6421,2022-08-17,Ile-de-France,11.0,20
6422,2022-08-18,Ile-de-France,11.0,11
6423,2022-08-19,Ile-de-France,11.0,9
6424,2022-08-20,Ile-de-France,11.0,15
6425,2022-08-21,Ile-de-France,11.0,2
6426,2022-08-22,Ile-de-France,11.0,12
6427,2022-08-23,Ile-de-France,11.0,7
6428,2022-08-24,Ile-de-France,11.0,14
6429,2022-08-25,Ile-de-France,11.0,10
6430,2022-08-26,Ile-de-France,11.0,6
6431,2022-08-27,Ile-de-France,11.0,9
6432,2022-08-28,Ile-de-France,11.0,0
6433,2022-08-29,Ile-de-France,11.0,11
6434,2022-08-30,Ile-de-France,11.0,6
6435,2022-08-31,Ile-de-France,11.0,9
6436,2022-09-01,Ile-de-France,11.0,4
6437,2022-09-02,Ile-de-France,11.0,1
6438,2022-09-03,Ile-de-France,11.0,2
6439,2022-09-04,Ile-de-France,11.0,0
6440,2022-09-05,Ile-de-France,11.0,8
6441,2022-09-06,Ile-de-France,11.0,11
6442,2022-09-07,Ile-de-France,11.0,42
6443,2022-09-08,Ile-de-France,11.0,12
6444,2022-09-09,Ile-de-France,11.0,7
6445,2022-09-10,Ile-de-France,11.0,4
6446,2022-09-11,Ile-de-France,11.0,0
6447,2022-09-12,Ile-de-France,11.0,2
6448,2022-09-13,Ile-de-France,11.0,15
6449,2022-09-14,Ile-de-France,11.0,5
6450,2022-09-15,Ile-de-France,11.0,9
6451,2022-09-16,Ile-de-France,11.0,8
6452,2022-09-17,Ile-de-France,11.0,6
6453,2022-09-18,Ile-de-France,11.0,0
6454,2022-09-19,Ile-de-France,11.0,6
6455,2022-09-20,Ile-de-France,11.0,18
6456,2022-09-21,Ile-de-France,11.0,8
6457,2022-09-22,Ile-de-France,11.0,11
6458,2022-09-23,Ile-de-France,11.0,11
6459,2022-09-24,Ile-de-France,11.0,4
6460,2022-09-25,Ile-de-France,11.0,0
6461,2022-09-26,Ile-de-France,11.0,10
6462,2022-09-27,Ile-de-France,11.0,27
6463,2022-09-28,Ile-de-France,11.0,16
6464,2022-09-29,Ile-de-France,11.0,21
6465,2022-09-30,Ile-de-France,11.0,18
6466,2022-10-01,Ile-de-France,11.0,12
6467,2022-10-02,Ile-de-France,11.0,7
6468,2022-10-03,Ile-de-France,11.0,18
6469,2022-10-04,Ile-de-France,11.0,21
6470,2022-10-05,Ile-de-France,11.0,22
6471,2022-10-06,Ile-de-France,11.0,27
6472,2022-10-07,Ile-de-France,11.0,23
6473,2022-10-08,Ile-de-France,11.0,3
6474,2022-10-09,Ile-de-France,11.0,2
6475,2022-10-10,Ile-de-France,11.0,18
6476,2022-10-11,Ile-de-France,11.0,19
6477,2022-10-12,Ile-de-France,11.0,18
6478,2022-10-13,Ile-de-France,11.0,17
6479,2022-10-14,Ile-de-France,11.0,24
6480,2022-10-15,Ile-de-France,11.0,21
6481,2022-10-16,Ile-de-France,11.0,6
6482,2022-10-17,Ile-de-France,11.0,22
6483,2022-10-18,Ile-de-France,11.0,20
6484,2022-10-19,Ile-de-France,11.0,18
6485,2022-10-20,Ile-de-France,11.0,26
6486,2022-10-21,Ile-de-France,11.0,15
6487,2022-10-22,Ile-de-France,11.0,9
6488,2022-10-23,Ile-de-France,11.0,5
6489,2022-10-24,Ile-de-France,11.0,11
6490,2022-10-25,Ile-de-France,11.0,33
6491,2022-10-26,Ile-de-France,11.0,33
6492,2022-10-27,Ile-de-France,11.0,24
6493,2022-10-28,Ile-de-France,11.0,15
6494,2022-10-29,Ile-de-France,11.0,13
6495,2022-10-30,Ile-de-France,11.0,2
6496,2022-10-31,Ile-de-France,11.0,18
6497,2022-11-01,Ile-de-France,11.0,16
6498,2022-11-02,Ile-de-France,11.0,16
6499,2022-11-03,Ile-de-France,11.0,9
6500,2022-11-04,Ile-de-France,11.0,16
6501,2022-11-05,Ile-de-France,11.0,4
6502,2022-11-06,Ile-de-France,11.0,5
6503,2022-11-07,Ile-de-France,11.0,13
6504,2022-11-08,Ile-de-France,11.0,20
6505,2022-11-09,Ile-de-France,11.0,12
6506,2022-11-10,Ile-de-France,11.0,15
6507,2022-11-11,Ile-de-France,11.0,4
6508,2022-11-12,Ile-de-France,11.0,6
6509,2022-11-13,Ile-de-France,11.0,5
6510,2022-11-14,Ile-de-France,11.0,14
6511,2022-11-15,Ile-de-France,11.0,23
6512,2022-11-16,Ile-de-France,11.0,17
6513,2022-11-17,Ile-de-France,11.0,15
6514,2022-11-18,Ile-de-France,11.0,10
6515,2022-11-19,Ile-de-France,11.0,2
6516,2022-11-20,Ile-de-France,11.0,8
6517,2022-11-21,Ile-de-France,11.0,15
6518,2022-11-22,Ile-de-France,11.0,18
6519,2022-11-23,Ile-de-France,11.0,14
6520,2022-11-24,Ile-de-France,11.0,12
6521,2022-11-25,Ile-de-France,11.0,19
6522,2022-11-26,Ile-de-France,11.0,7
6523,2022-11-27,Ile-de-France,11.0,5
6524,2022-11-28,Ile-de-France,11.0,18
6525,2022-11-29,Ile-de-France,11.0,17
6526,2022-11-30,Ile-de-France,11.0,21
6527,2022-12-01,Ile-de-France,11.0,11
6528,2022-12-02,Ile-de-France,11.0,12
6529,2022-12-03,Ile-de-France,11.0,5
6530,2022-12-04,Ile-de-France,11.0,4
6531,2022-12-05,Ile-de-France,11.0,27
6532,2022-12-06,Ile-de-France,11.0,13
6533,2022-12-07,Ile-de-France,11.0,44
6534,2022-12-08,Ile-de-France,11.0,25
6535,2022-12-09,Ile-de-France,11.0,11
6536,2022-12-10,Ile-de-France,11.0,16
6537,2022-12-11,Ile-de-France,11.0,1
6538,2022-12-12,Ile-de-France,11.0,17
6539,2022-12-13,Ile-de-France,11.0,31
6540,2022-12-14,Ile-de-France,11.0,22
6541,2022-12-15,Ile-de-France,11.0,22
6542,2022-12-16,Ile-de-France,11.0,17
6543,2022-12-17,Ile-de-France,11.0,13
6544,2022-12-18,Ile-de-France,11.0,0
6545,2022-12-19,Ile-de-France,11.0,17
6546,2022-12-20,Ile-de-France,11.0,29
6547,2022-12-21,Ile-de-France,11.0,30
6548,2022-12-22,Ile-de-France,11.0,14
6549,2022-12-23,Ile-de-France,11.0,19
6550,2022-12-24,Ile-de-France,11.0,12
6551,2022-12-25,Ile-de-France,11.0,4
6552,2022-12-26,Ile-de-France,11.0,9
6553,2022-12-27,Ile-de-France,11.0,25
6554,2022-12-28,Ile-de-France,11.0,22
6555,2022-12-29,Ile-de-France,11.0,14
6556,2022-12-30,Ile-de-France,11.0,14
6557,2022-12-31,Ile-de-France,11.0,7
6558,2023-01-01,Ile-de-France,11.0,0
6559,2023-01-02,Ile-de-France,11.0,13
6560,2023-01-03,Ile-de-France,11.0,23
6561,2023-01-04,Ile-de-France,11.0,7
6562,2023-01-05,Ile-de-France,11.0,26
6563,2023-01-06,Ile-de-France,11.0,11
6564,2023-01-07,Ile-de-France,11.0,9
6565,2023-01-08,Ile-de-France,11.0,3
6566,2023-01-09,Ile-de-France,11.0,7
6567,2023-01-10,Ile-de-France,11.0,11
6568,2023-01-11,Ile-de-France,11.0,10
6569,2023-01-12,Ile-de-France,11.0,7
6570,2023-01-13,Ile-de-France,11.0,11
6571,2023-01-14,Ile-de-France,11.0,3
6572,2023-01-15,Ile-de-France,11.0,4
6573,2023-01-16,Ile-de-France,11.0,7
6574,2023-01-17,Ile-de-France,11.0,8
6575,2023-01-18,Ile-de-France,11.0,2
6576,2023-01-19,Ile-de-France,11.0,4
6577,2023-01-20,Ile-de-France,11.0,3
6578,2023-01-21,Ile-de-France,11.0,1
6579,2023-01-22,Ile-de-France,11.0,1
6580,2023-01-23,Ile-de-France,11.0,4
6581,2023-01-24,Ile-de-France,11.0,4
6582,2023-01-25,Ile-de-France,11.0,7
6583,2023-01-26,Ile-de-France,11.0,6
6584,2023-01-27,Ile-de-France,11.0,5
6585,2023-01-28,Ile-de-France,11.0,1
6586,2023-01-29,Ile-de-France,11.0,0
6587,2023-01-30,Ile-de-France,11.0,4
6588,2023-01-31,Ile-de-France,11.0,4
6589,2023-02-01,Ile-de-France,11.0,4
6590,2023-02-02,Ile-de-France,11.0,8
6591,2023-02-03,Ile-de-France,11.0,4
6592,2023-02-04,Ile-de-France,11.0,4
6593,2023-02-05,Ile-de-France,11.0,1
6594,2023-02-06,Ile-de-France,11.0,2
6595,2023-02-07,Ile-de-France,11.0,1
6596,2023-02-08,Ile-de-France,11.0,53
6597,2023-02-09,Ile-de-France,11.0,2
6598,2023-02-10,Ile-de-France,11.0,5
6599,2023-02-11,Ile-de-France,11.0,2
6600,2023-02-12,Ile-de-France,11.0,0
6601,2023-02-13,Ile-de-France,11.0,5
6602,2023-02-14,Ile-de-France,11.0,13
6603,2023-02-15,Ile-de-France,11.0,5
6604,2023-02-16,Ile-de-France,11.0,9
6605,2023-02-17,Ile-de-France,11.0,12
6606,2023-02-18,Ile-de-France,11.0,3
6607,2023-02-19,Ile-de-France,11.0,1
6608,2023-02-20,Ile-de-France,11.0,6
6609,2023-02-21,Ile-de-France,11.0,8
6610,2023-02-22,Ile-de-France,11.0,15
6611,2023-02-23,Ile-de-France,11.0,5
6612,2023-02-24,Ile-de-France,11.0,7
6613,2023-02-25,Ile-de-France,11.0,4
6614,2023-02-26,Ile-de-France,11.0,2
6615,2023-02-27,Ile-de-France,11.0,4
6616,2023-02-28,Ile-de-France,11.0,28
6617,2023-03-01,Ile-de-France,11.0,19
6618,2023-03-02,Ile-de-France,11.0,13
6619,2023-03-03,Ile-de-France,11.0,9
6620,2023-03-04,Ile-de-France,11.0,9
6621,2023-03-05,Ile-de-France,11.0,0
6622,2023-03-06,Ile-de-France,11.0,12
6623,2023-03-07,Ile-de-France,11.0,14
6624,2023-03-08,Ile-de-France,11.0,6
6625,2023-03-09,Ile-de-France,11.0,5
6626,2023-03-10,Ile-de-France,11.0,10
6627,2023-03-11,Ile-de-France,11.0,3
6628,2023-03-12,Ile-de-France,11.0,0
6629,2023-03-13,Ile-de-France,11.0,10
6630,2023-03-14,Ile-de-France,11.0,9
6631,2023-03-15,Ile-de-France,11.0,10
6632,2023-03-16,Ile-de-France,11.0,15
6633,2023-03-17,Ile-de-France,11.0,8
6634,2023-03-18,Ile-de-France,11.0,10
6635,2023-03-19,Ile-de-France,11.0,0
6636,2023-03-20,Ile-de-France,11.0,18
6637,2023-03-21,Ile-de-France,11.0,23
6638,2023-03-22,Ile-de-France,11.0,12
6639,2023-03-23,Ile-de-France,11.0,2
6640,2023-03-24,Ile-de-France,11.0,9
6641,2023-03-25,Ile-de-France,11.0,5
6642,2023-03-26,Ile-de-France,11.0,0
6643,2023-03-27,Ile-de-France,11.0,9
6644,2023-03-28,Ile-de-France,11.0,9
6645,2023-03-29,Ile-de-France,11.0,16
6646,2023-03-30,Ile-de-France,11.0,11
6647,2023-03-31,Ile-de-France,11.0,7
6648,2020-03-19,Centre-Val de Loire,24.0,6
6649,2020-03-20,Centre-Val de Loire,24.0,4
6650,2020-03-21,Centre-Val de Loire,24.0,3
6651,2020-03-22,Centre-Val de Loire,24.0,7
6652,2020-03-23,Centre-Val de Loire,24.0,17
6653,2020-03-24,Centre-Val de Loire,24.0,7
6654,2020-03-25,Centre-Val de Loire,24.0,19
6655,2020-03-26,Centre-Val de Loire,24.0,15
6656,2020-03-27,Centre-Val de Loire,24.0,18
6657,2020-03-28,Centre-Val de Loire,24.0,13
6658,2020-03-29,Centre-Val de Loire,24.0,17
6659,2020-03-30,Centre-Val de Loire,24.0,13
6660,2020-03-31,Centre-Val de Loire,24.0,19
6661,2020-04-01,Centre-Val de Loire,24.0,24
6662,2020-04-02,Centre-Val de Loire,24.0,22
6663,2020-04-03,Centre-Val de Loire,24.0,24
6664,2020-04-04,Centre-Val de Loire,24.0,16
6665,2020-04-05,Centre-Val de Loire,24.0,6
6666,2020-04-06,Centre-Val de Loire,24.0,19
6667,2020-04-07,Centre-Val de Loire,24.0,8
6668,2020-04-08,Centre-Val de Loire,24.0,19
6669,2020-04-09,Centre-Val de Loire,24.0,13
6670,2020-04-10,Centre-Val de Loire,24.0,12
6671,2020-04-11,Centre-Val de Loire,24.0,9
6672,2020-04-12,Centre-Val de Loire,24.0,1
6673,2020-04-13,Centre-Val de Loire,24.0,8
6674,2020-04-14,Centre-Val de Loire,24.0,8
6675,2020-04-15,Centre-Val de Loire,24.0,8
6676,2020-04-16,Centre-Val de Loire,24.0,2
6677,2020-04-17,Centre-Val de Loire,24.0,15
6678,2020-04-18,Centre-Val de Loire,24.0,5
6679,2020-04-19,Centre-Val de Loire,24.0,5
6680,2020-04-20,Centre-Val de Loire,24.0,5
6681,2020-04-21,Centre-Val de Loire,24.0,3
6682,2020-04-22,Centre-Val de Loire,24.0,5
6683,2020-04-23,Centre-Val de Loire,24.0,5
6684,2020-04-24,Centre-Val de Loire,24.0,7
6685,2020-04-25,Centre-Val de Loire,24.0,9
6686,2020-04-26,Centre-Val de Loire,24.0,1
6687,2020-04-27,Centre-Val de Loire,24.0,5
6688,2020-04-28,Centre-Val de Loire,24.0,6
6689,2020-04-29,Centre-Val de Loire,24.0,3
6690,2020-04-30,Centre-Val de Loire,24.0,6
6691,2020-05-01,Centre-Val de Loire,24.0,6
6692,2020-05-02,Centre-Val de Loire,24.0,1
6693,2020-05-03,Centre-Val de Loire,24.0,3
6694,2020-05-04,Centre-Val de Loire,24.0,2
6695,2020-05-05,Centre-Val de Loire,24.0,6
6696,2020-05-06,Centre-Val de Loire,24.0,0
6697,2020-05-07,Centre-Val de Loire,24.0,2
6698,2020-05-08,Centre-Val de Loire,24.0,0
6699,2020-05-09,Centre-Val de Loire,24.0,0
6700,2020-05-10,Centre-Val de Loire,24.0,0
6701,2020-05-11,Centre-Val de Loire,24.0,2
6702,2020-05-12,Centre-Val de Loire,24.0,3
6703,2020-05-13,Centre-Val de Loire,24.0,2
6704,2020-05-14,Centre-Val de Loire,24.0,4
6705,2020-05-15,Centre-Val de Loire,24.0,3
6706,2020-05-16,Centre-Val de Loire,24.0,0
6707,2020-05-17,Centre-Val de Loire,24.0,0
6708,2020-05-18,Centre-Val de Loire,24.0,1
6709,2020-05-19,Centre-Val de Loire,24.0,1
6710,2020-05-20,Centre-Val de Loire,24.0,1
6711,2020-05-21,Centre-Val de Loire,24.0,0
6712,2020-05-22,Centre-Val de Loire,24.0,0
6713,2020-05-23,Centre-Val de Loire,24.0,1
6714,2020-05-24,Centre-Val de Loire,24.0,0
6715,2020-05-25,Centre-Val de Loire,24.0,0
6716,2020-05-26,Centre-Val de Loire,24.0,1
6717,2020-05-27,Centre-Val de Loire,24.0,0
6718,2020-05-28,Centre-Val de Loire,24.0,0
6719,2020-05-29,Centre-Val de Loire,24.0,0
6720,2020-05-30,Centre-Val de Loire,24.0,1
6721,2020-05-31,Centre-Val de Loire,24.0,0
6722,2020-06-01,Centre-Val de Loire,24.0,0
6723,2020-06-02,Centre-Val de Loire,24.0,0
6724,2020-06-03,Centre-Val de Loire,24.0,2
6725,2020-06-04,Centre-Val de Loire,24.0,0
6726,2020-06-05,Centre-Val de Loire,24.0,0
6727,2020-06-06,Centre-Val de Loire,24.0,0
6728,2020-06-07,Centre-Val de Loire,24.0,0
6729,2020-06-08,Centre-Val de Loire,24.0,0
6730,2020-06-09,Centre-Val de Loire,24.0,0
6731,2020-06-10,Centre-Val de Loire,24.0,1
6732,2020-06-11,Centre-Val de Loire,24.0,1
6733,2020-06-12,Centre-Val de Loire,24.0,0
6734,2020-06-13,Centre-Val de Loire,24.0,0
6735,2020-06-14,Centre-Val de Loire,24.0,0
6736,2020-06-15,Centre-Val de Loire,24.0,0
6737,2020-06-16,Centre-Val de Loire,24.0,1
6738,2020-06-17,Centre-Val de Loire,24.0,0
6739,2020-06-18,Centre-Val de Loire,24.0,0
6740,2020-06-19,Centre-Val de Loire,24.0,0
6741,2020-06-20,Centre-Val de Loire,24.0,0
6742,2020-06-21,Centre-Val de Loire,24.0,0
6743,2020-06-22,Centre-Val de Loire,24.0,3
6744,2020-06-23,Centre-Val de Loire,24.0,0
6745,2020-06-24,Centre-Val de Loire,24.0,0
6746,2020-06-25,Centre-Val de Loire,24.0,0
6747,2020-06-26,Centre-Val de Loire,24.0,0
6748,2020-06-27,Centre-Val de Loire,24.0,0
6749,2020-06-28,Centre-Val de Loire,24.0,0
6750,2020-06-29,Centre-Val de Loire,24.0,0
6751,2020-06-30,Centre-Val de Loire,24.0,0
6752,2020-07-01,Centre-Val de Loire,24.0,0
6753,2020-07-02,Centre-Val de Loire,24.0,0
6754,2020-07-03,Centre-Val de Loire,24.0,0
6755,2020-07-04,Centre-Val de Loire,24.0,0
6756,2020-07-05,Centre-Val de Loire,24.0,0
6757,2020-07-06,Centre-Val de Loire,24.0,0
6758,2020-07-07,Centre-Val de Loire,24.0,0
6759,2020-07-08,Centre-Val de Loire,24.0,0
6760,2020-07-09,Centre-Val de Loire,24.0,0
6761,2020-07-10,Centre-Val de Loire,24.0,1
6762,2020-07-11,Centre-Val de Loire,24.0,0
6763,2020-07-12,Centre-Val de Loire,24.0,0
6764,2020-07-13,Centre-Val de Loire,24.0,0
6765,2020-07-14,Centre-Val de Loire,24.0,0
6766,2020-07-15,Centre-Val de Loire,24.0,0
6767,2020-07-16,Centre-Val de Loire,24.0,0
6768,2020-07-17,Centre-Val de Loire,24.0,0
6769,2020-07-18,Centre-Val de Loire,24.0,0
6770,2020-07-19,Centre-Val de Loire,24.0,0
6771,2020-07-20,Centre-Val de Loire,24.0,0
6772,2020-07-21,Centre-Val de Loire,24.0,0
6773,2020-07-22,Centre-Val de Loire,24.0,1
6774,2020-07-23,Centre-Val de Loire,24.0,0
6775,2020-07-24,Centre-Val de Loire,24.0,0
6776,2020-07-25,Centre-Val de Loire,24.0,0
6777,2020-07-26,Centre-Val de Loire,24.0,0
6778,2020-07-27,Centre-Val de Loire,24.0,0
6779,2020-07-28,Centre-Val de Loire,24.0,0
6780,2020-07-29,Centre-Val de Loire,24.0,0
6781,2020-07-30,Centre-Val de Loire,24.0,0
6782,2020-07-31,Centre-Val de Loire,24.0,1
6783,2020-08-01,Centre-Val de Loire,24.0,2
6784,2020-08-02,Centre-Val de Loire,24.0,0
6785,2020-08-03,Centre-Val de Loire,24.0,0
6786,2020-08-04,Centre-Val de Loire,24.0,1
6787,2020-08-05,Centre-Val de Loire,24.0,0
6788,2020-08-06,Centre-Val de Loire,24.0,0
6789,2020-08-07,Centre-Val de Loire,24.0,0
6790,2020-08-08,Centre-Val de Loire,24.0,0
6791,2020-08-09,Centre-Val de Loire,24.0,0
6792,2020-08-10,Centre-Val de Loire,24.0,0
6793,2020-08-11,Centre-Val de Loire,24.0,1
